TEMPERATURE,CPU_USAGE,CPU_1,CPU_2,CPU_3,CPU_4
45.7,25.9,15.5,27.7,28.6,26.8
46.7,25.9,27.3,19.2,32.7,23.3
48.2,26.3,33.3,26.2,15.0,27.5
46.7,25.3,49.5,13.4,24.5,18.8
46.7,26.0,32.0,37.0,12.0,25.3
46.7,26.0,38.6,26.3,22.8,12.9
47.2,27.2,26.7,17.5,45.1,20.2
46.7,26.2,22.7,16.8,42.2,16.3
46.7,24.8,49.5,8.1,26.0,22.5
46.7,28.8,28.0,19.8,24.8,32.3
46.2,25.8,27.0,12.1,28.0,37.0
47.2,27.4,23.0,10.9,21.6,47.1
47.7,16.9,23.5,16.3,32.4,30.3
46.2,24.9,10.1,40.8,25.5,28.7
46.7,26.0,19.2,34.3,26.3,23.7
47.2,25.0,10.3,20.2,49.5,26.5
47.2,24.4,25.0,18.8,25.3,37.0
47.2,25.2,25.3,25.0,25.5,30.2
47.7,24.5,14.7,16.2,25.5,42.3
46.7,24.5,33.0,23.2,31.6,14.3
45.7,25.1,37.6,19.4,27.0,19.8
46.7,26.7,30.0,22.0,27.0,28.0
46.7,28.4,31.6,35.6,23.5,19.2
46.7,26.5,34.0,25.3,23.2,26.0
46.2,25.6,30.6,30.6,20.2,23.8
46.7,25.4,34.0,24.8,28.8,18.8
46.7,25.4,27.5,30.4,21.0,23.0
45.7,26.2,48.0,15.8,17.9,16.2
46.7,26.1,51.5,18.8,26.7,15.0
47.2,25.9,25.0,33.3,22.0,20.6
47.2,29.5,31.0,1.0,37.0,38.8
46.7,25.4,45.5,17.0,21.6,19.0
46.7,28.6,49.5,17.3,19.4,20.8
46.7,25.8,28.4,37.1,23.8,24.5
47.2,25.1,24.0,35.6,24.7,24.8
46.7,26.8,25.3,19.4,32.0,27.2
47.2,25.9,23.3,22.0,23.2,35.4
47.2,24.7,19.4,17.8,22.7,45.0
46.2,25.9,24.5,19.4,32.0,35.6
46.2,27.8,34.7,16.3,23.2,26.8
45.7,26.3,22.2,40.8,23.7,17.0
47.2,24.3,27.4,18.3,41.7,17.2
47.2,24.6,34.0,21.2,31.7,20.2
45.2,24.2,37.1,32.0,22.2,10.1
46.7,25.9,28.0,29.0,28.4,24.2
46.7,27.1,19.2,21.4,34.7,29.6
45.7,26.3,22.0,31.3,20.4,26.7
46.7,29.2,23.0,19.8,42.9,25.0
46.2,25.9,23.0,23.4,38.2,16.8
46.7,28.4,6.1,39.4,16.0,34.7
45.7,24.7,19.6,31.6,23.0,25.3
46.2,24.9,34.3,17.0,26.5,30.4
47.2,27.1,23.5,20.0,30.0,25.0
45.7,26.9,24.7,40.4,25.7,16.5
46.7,27.4,27.5,36.0,15.2,32.4
46.7,27.8,32.7,23.8,24.0,34.0
46.7,27.8,28.2,19.8,27.6,27.6
46.2,26.1,20.4,40.0,20.2,20.4
46.7,25.3,21.2,33.0,11.1,33.3
46.2,24.2,52.0,26.0,24.0,5.1
46.2,26.9,33.3,28.0,26.5,16.0
47.7,26.7,48.5,18.0,24.0,16.8
47.2,28.4,24.8,30.0,23.2,29.6
46.2,26.2,20.6,30.1,21.2,30.8
47.2,28.5,27.0,56.7,16.2,27.9
46.7,29.9,34.6,23.7,18.8,38.0
47.7,26.3,22.4,32.0,26.3,28.3
45.7,29.0,29.6,37.0,23.5,26.3
47.2,28.7,54.5,26.5,27.9,13.7
46.7,29.5,27.7,25.8,26.5,37.1
47.2,28.0,31.0,29.0,28.0,24.5
46.7,28.9,20.6,17.0,55.4,16.5
47.7,30.1,22.2,29.3,31.3,37.3
47.2,27.9,27.6,46.5,29.3,22.0
46.2,28.8,30.1,22.2,27.6,42.0
46.7,28.0,20.6,43.0,27.4,32.4
45.7,29.6,16.3,47.9,26.0,21.3
47.7,29.8,23.7,28.7,31.0,33.7
47.2,28.6,30.6,26.0,19.0,36.3
46.7,31.7,30.4,29.6,29.6,38.1
46.7,28.7,24.5,27.3,25.5,34.0
46.2,28.8,27.0,23.5,42.6,20.2
47.2,30.1,33.3,32.4,22.5,27.3
46.7,29.1,29.3,36.5,26.3,25.0
47.7,29.1,35.6,25.3,28.0,25.0
47.2,28.1,36.6,34.3,18.8,29.3
46.7,28.1,33.7,13.9,39.8,21.0
47.2,26.6,22.9,27.9,26.7,36.0
47.7,27.5,27.1,29.1,31.6,33.7
47.2,26.8,21.4,29.4,31.0,35.9
46.7,29.9,30.1,51.0,20.4,22.2
47.2,29.5,17.3,40.2,22.2,17.0
47.2,29.3,36.0,25.3,25.7,31.0
46.7,28.7,11.0,40.4,33.3,24.0
47.7,25.6,15.5,21.1,50.5,20.2
46.7,30.3,24.5,18.0,50.0,25.7
47.2,26.9,18.6,20.2,23.0,31.4
46.2,12.0,31.3,23.8,50.0,18.6
46.7,29.3,33.3,28.3,44.9,10.1
46.2,28.8,35.0,16.2,32.3,28.8
45.7,29.7,28.1,19.6,35.8,22.5
46.7,27.8,29.4,31.7,30.8,27.3
46.2,27.7,48.0,17.8,12.1,37.6
46.7,27.1,20.8,20.2,45.9,25.5
46.7,29.4,20.4,11.1,48.5,28.4
47.7,27.5,30.6,18.4,42.3,29.7
46.2,28.6,37.6,28.2,34.0,29.7
46.2,29.5,41.4,37.9,18.2,8.2
47.2,27.3,16.5,27.6,20.2,48.0
46.7,28.8,17.5,21.4,21.9,49.5
47.2,29.2,23.5,33.3,28.3,31.0
45.7,30.0,21.0,23.5,22.0,52.0
46.2,28.2,20.2,24.0,21.2,49.0
47.7,28.9,22.0,26.0,26.0,43.9
46.2,30.2,34.0,28.3,28.7,25.7
47.2,27.2,22.7,29.6,38.0,27.7
47.7,27.7,43.0,16.3,29.6,18.2
47.2,29.4,26.8,32.7,19.4,29.7
47.7,28.2,32.7,11.1,41.6,24.5
45.7,28.4,25.7,13.3,49.0,29.7
46.7,28.4,28.6,20.6,38.0,22.2
47.7,27.2,49.5,16.5,21.6,23.0
47.2,26.8,39.8,34.7,23.0,13.3
47.2,29.8,26.7,34.4,25.8,30.1
46.7,29.8,55.4,18.8,22.3,15.6
46.2,28.7,58.7,19.0,19.0,15.2
45.7,27.4,26.5,34.0,29.9,20.6
46.2,29.0,21.4,38.6,35.7,17.0
47.7,27.0,20.4,27.9,45.4,20.6
47.2,28.1,39.0,14.9,34.3,23.8
47.2,29.0,35.0,36.4,21.6,19.2
47.2,30.8,29.0,33.0,31.6,27.3
46.7,28.1,26.0,31.6,21.6,35.6
47.2,29.5,27.0,19.2,25.0,44.4
47.7,28.3,25.5,21.6,46.0,21.1
45.7,28.0,19.8,46.0,19.2,23.7
47.7,27.1,21.4,45.1,27.7,19.8
46.7,29.0,23.5,29.4,34.0,27.5
47.2,18.7,16.0,28.0,44.6,16.2
47.7,29.5,29.7,20.6,49.5,16.2
46.7,29.0,32.7,26.8,21.4,38.5
46.2,28.0,47.5,24.8,22.2,16.2
46.7,27.7,27.2,54.5,25.2,21.6
46.7,28.6,18.9,28.6,29.6,31.3
46.2,26.1,28.7,17.3,48.0,18.4
47.2,32.3,36.6,33.0,23.5,22.8
47.2,27.6,30.6,42.2,23.8,28.0
47.2,28.6,29.7,47.0,20.2,19.6
46.2,29.9,31.3,30.0,26.3,26.3
47.2,30.1,25.0,18.6,42.3,21.8
47.7,29.2,27.1,25.5,50.0,13.0
47.7,25.4,26.6,24.7,52.8,12.6
47.7,29.6,22.8,27.6,37.9,30.3
46.7,28.9,26.3,28.0,47.4,10.1
46.7,29.0,34.3,23.5,27.3,32.0
47.7,28.8,33.0,29.5,22.2,25.7
46.7,30.0,33.3,24.5,49.0,23.0
46.7,35.6,23.2,44.9,24.8,29.5
47.7,29.7,30.7,25.8,26.7,34.7
47.2,26.7,21.2,30.6,30.6,23.8
46.2,28.6,21.0,28.3,30.6,30.9
47.2,25.6,20.2,35.7,25.5,28.1
47.7,28.5,22.0,24.7,46.4,18.4
45.7,29.8,15.6,36.0,37.8,20.4
46.7,27.2,15.3,21.8,37.1,37.8
47.7,29.9,15.5,25.7,52.0,23.5
47.2,29.1,31.6,23.3,29.3,29.6
47.7,29.0,30.3,19.6,33.3,25.2
47.7,27.5,18.0,21.0,28.4,47.5
47.7,28.5,16.7,27.7,24.5,46.1
47.2,27.6,18.4,30.3,19.2,46.4
46.2,30.0,23.8,25.2,26.0,44.4
48.2,32.8,3.0,5.0,2.0,5.9
46.7,28.2,27.3,24.5,19.2,48.0
46.2,26.7,27.0,21.4,24.5,45.5
47.2,28.3,30.0,23.2,19.0,45.0
47.2,28.1,33.3,26.5,27.1,22.9
46.7,27.3,25.0,48.0,25.7,16.2
47.7,28.4,23.7,50.0,20.2,21.2
46.7,27.6,29.3,42.2,26.5,26.5
46.2,20.0,20.0,26.2,34.7,27.6
47.7,29.1,34.7,26.5,24.0,22.2
46.7,28.4,17.2,33.7,27.3,33.0
45.7,27.8,23.2,47.9,22.5,27.2
46.7,29.2,50.0,17.3,22.4,25.0
46.2,27.5,34.0,31.1,34.3,20.2
46.7,29.0,36.6,30.6,22.0,31.0
46.2,28.6,24.0,45.5,28.6,10.1
47.2,19.8,15.8,18.8,6.1,6.0
47.2,25.6,17.0,34.0,28.6,30.4
46.7,28.6,25.2,41.3,29.2,21.2
47.7,28.9,30.0,26.0,40.4,15.3
46.2,27.9,27.2,24.5,21.6,33.7
47.2,27.7,26.8,48.5,14.3,22.2
46.7,28.7,35.7,24.8,20.0,31.0
45.7,29.6,37.6,22.1,22.9,29.4
45.7,28.6,28.6,32.4,26.7,27.3
46.2,28.1,27.3,33.3,30.7,27.2
47.2,27.3,30.7,31.7,18.4,37.4
47.2,27.4,36.6,18.2,20.0,34.3
46.7,28.0,25.0,20.2,36.7,24.5
48.2,29.1,38.0,25.0,34.3,29.4
45.7,28.0,20.6,25.3,34.7,30.5
47.2,30.1,32.0,35.4,24.0,24.7
47.7,27.4,26.0,28.6,24.5,32.7
47.7,29.6,33.7,28.3,31.0,31.7
46.7,31.0,31.6,35.6,23.0,29.0
47.7,29.8,24.5,37.0,27.4,20.8
46.7,29.7,33.7,25.8,23.8,28.3
47.2,28.6,9.2,24.2,23.8,27.5
47.2,29.0,22.4,29.0,34.0,26.7
47.7,30.0,20.4,21.2,18.9,50.0
47.2,28.1,18.6,19.8,18.4,19.2
46.2,27.9,25.5,33.7,33.3,23.1
48.2,28.3,26.5,28.3,30.0,24.2
47.7,31.1,33.0,36.3,27.3,25.5
46.7,31.1,52.4,19.0,19.0,21.3
48.2,28.1,29.9,27.5,34.0,32.4
46.7,30.8,35.7,23.0,23.2,32.3
47.2,30.0,49.0,19.8,23.5,24.5
46.7,30.9,49.5,20.8,17.3,23.2
46.2,28.9,50.0,23.2,21.6,15.5
46.7,30.2,45.3,23.7,27.1,17.3
46.2,31.0,46.9,27.0,21.0,22.8
46.7,28.0,47.0,24.8,19.8,25.0
48.2,27.6,41.8,20.8,22.2,12.0
46.7,28.7,20.6,30.0,24.2,40.6
47.7,27.6,0.0,8.0,1.0,0.0
45.7,27.2,25.0,27.3,26.5,35.3
47.2,26.3,15.5,25.7,55.4,17.2
46.7,28.8,26.5,26.8,38.8,21.8
46.7,26.5,29.3,26.8,22.0,31.3
46.2,27.7,28.9,24.0,23.5,24.2
47.2,30.1,27.3,21.6,25.5,49.0
45.7,29.4,19.2,32.7,33.7,24.0
48.2,31.9,18.8,28.7,48.0,22.7
46.7,28.8,19.6,30.1,48.0,17.5
45.7,28.9,14.4,26.5,45.5,25.5
47.2,28.9,17.5,24.5,47.5,22.5
46.7,28.7,17.8,26.3,51.5,21.8
46.7,29.1,15.8,28.0,44.2,26.7
47.2,28.9,29.3,21.6,28.0,36.4
46.7,30.3,29.4,34.7,34.0,31.1
47.2,30.6,29.7,30.9,27.8,31.0
47.7,28.6,23.2,39.0,27.7,30.0
46.7,28.7,21.6,35.6,28.6,25.5
47.2,27.4,33.0,23.5,31.6,24.5
46.7,27.4,48.0,16.0,21.8,31.0
46.2,27.1,50.5,20.0,24.0,21.6
47.7,27.6,41.6,16.2,20.2,37.8
47.2,28.4,23.0,33.0,28.3,17.8
45.7,32.0,42.9,28.3,30.1,19.2
47.2,27.2,21.0,35.0,48.5,13.1
46.2,29.0,23.2,21.0,47.4,19.0
46.7,26.2,22.7,30.5,37.0,21.6
46.7,27.8,20.8,34.0,21.2,35.6
47.2,26.7,29.6,36.4,27.0,28.7
46.7,31.2,5.1,0.0,0.0,0.0
45.7,28.6,32.4,14.0,50.0,24.5
46.7,30.5,28.6,19.4,29.6,34.7
46.7,29.1,19.6,17.6,46.9,24.2
46.7,30.1,34.3,14.7,31.0,33.0
47.2,27.2,25.3,28.7,29.7,29.7
46.2,28.2,27.1,33.3,15.8,35.7
47.2,28.2,23.5,23.2,22.5,50.5
47.7,29.6,16.3,26.0,49.0,26.7
46.2,29.2,20.6,21.6,45.9,21.6
48.2,28.5,23.2,16.3,49.5,20.8
48.2,28.5,32.0,22.5,37.9,23.0
47.2,29.3,24.0,16.8,57.4,19.6
47.2,25.8,22.9,11.9,53.9,24.0
47.2,30.3,37.4,19.8,24.2,37.3
47.2,1.5,0.0,2.0,0.0,0.0
45.7,27.1,40.4,27.5,25.7,26.0
46.7,28.9,27.0,24.2,37.1,27.0
47.7,26.1,30.8,16.3,44.0,27.6
46.7,28.4,27.0,30.8,25.0,34.3
46.7,29.7,18.6,39.0,29.1,28.6
46.7,26.8,28.6,34.3,25.3,30.0
47.2,26.9,27.0,30.6,25.0,48.5
47.2,33.6,41.8,12.1,27.7,28.8
46.7,28.5,30.1,33.3,24.8,26.5
46.7,30.9,27.6,20.0,33.7,31.0
46.7,27.7,28.6,31.4,25.7,34.0
46.7,28.8,28.4,20.4,38.5,26.0
47.2,29.0,25.7,20.6,40.2,22.0
47.2,30.0,25.3,42.5,26.0,20.0
46.7,28.1,24.0,2.1,51.5,29.6
46.7,28.6,36.6,22.8,28.3,24.0
47.2,27.7,37.4,25.0,32.3,15.5
46.7,30.0,24.2,41.0,24.2,29.0
46.7,27.8,29.3,30.7,21.0,32.3
45.7,30.9,23.5,28.3,28.7,29.1
46.7,28.0,30.0,40.4,24.5,22.0
48.2,2.7,17.0,10.1,4.0,10.3
46.2,30.9,49.0,28.7,21.4,14.1
46.7,28.2,48.5,23.8,30.0,15.2
46.7,29.1,28.7,23.4,39.8,22.8
46.2,28.1,25.7,20.8,41.2,27.3
47.2,28.6,35.4,34.0,24.5,22.5
46.2,28.3,22.2,37.5,32.3,31.0
46.2,0.8,7.0,8.1,5.0,20.2
45.7,29.5,20.6,24.5,31.3,33.3
47.2,28.8,29.6,20.0,30.7,32.0
46.2,27.9,23.5,35.0,29.0,26.0
46.7,28.2,32.0,22.5,49.0,15.3
46.2,28.1,23.5,15.3,44.6,24.8
46.2,26.9,39.4,26.3,23.8,24.8
46.2,27.7,27.3,30.9,25.5,27.6
45.7,29.4,20.0,34.3,30.3,32.7
47.7,35.1,26.0,25.7,44.4,23.5
46.7,28.4,23.5,26.7,45.0,16.7
47.7,30.8,38.2,22.3,25.5,22.3
46.7,26.3,19.8,21.9,47.5,19.0
46.2,28.6,21.6,28.4,42.3,22.0
46.2,27.3,36.1,19.4,22.0,33.7
47.7,27.3,31.6,27.7,27.3,26.0
45.7,6.5,45.6,28.1,18.0,20.0
46.7,30.0,38.6,25.0,26.7,30.3
45.7,31.0,23.2,25.3,28.7,34.0
46.2,28.9,38.0,21.8,33.0,26.5
46.2,27.7,29.0,31.1,25.0,23.0
46.7,30.0,34.0,36.0,23.0,26.5
47.2,28.1,30.2,25.7,44.6,16.3
46.2,28.8,31.7,26.3,24.0,31.0
47.2,26.4,29.6,20.4,29.7,28.0
47.2,28.5,50.0,16.0,31.1,23.8
47.7,28.6,25.5,34.3,26.0,33.0
47.2,25.3,42.6,25.5,21.4,28.3
45.7,29.2,25.7,23.7,32.7,34.3
47.2,29.7,28.3,34.6,30.9,19.8
46.7,27.7,18.1,32.7,24.0,33.7
45.7,31.0,28.0,26.5,26.0,30.3
47.2,27.3,16.7,30.5,17.0,24.8
47.2,27.6,19.4,35.6,32.0,28.4
45.2,29.4,43.8,23.5,29.0,22.2
46.2,26.8,20.6,35.4,29.9,24.5
46.2,28.6,25.0,18.0,47.4,23.8
47.2,28.2,21.6,11.8,41.2,35.7
46.7,28.4,22.4,20.8,37.8,35.4
46.7,29.8,28.4,22.3,45.9,19.0
46.2,29.0,27.7,30.7,30.4,22.0
47.7,27.5,28.7,28.9,27.0,27.7
47.7,30.2,25.0,28.3,35.3,35.0
46.2,28.0,24.0,32.0,26.3,35.4
47.2,30.1,20.8,20.0,21.0,49.5
46.7,29.6,20.6,12.5,25.0,49.0
46.7,29.7,19.6,38.0,26.7,35.4
47.2,28.7,30.3,33.7,19.4,35.0
47.7,28.3,26.5,34.3,22.2,31.0
47.7,30.6,23.5,36.6,29.6,24.0
46.7,28.6,24.5,36.8,29.6,26.5
47.7,28.9,25.3,33.0,34.0,23.0
47.7,28.0,22.4,39.2,23.5,22.2
47.2,28.2,30.3,27.0,23.0,32.0
47.2,31.2,30.6,18.2,31.6,30.0
46.7,29.8,28.9,25.0,29.6,27.8
46.7,28.4,31.3,31.0,28.0,28.9
47.2,18.3,28.3,24.5,18.6,38.4
47.2,28.1,28.0,26.0,34.0,26.3
45.7,1.5,28.2,29.9,33.0,23.0
46.7,26.8,24.2,30.4,29.7,31.2
46.7,30.5,20.8,43.0,28.3,18.2
46.2,26.4,26.7,49.5,9.0,22.6
47.2,28.7,26.0,50.5,12.7,28.4
46.7,28.9,26.7,22.7,15.7,44.6
46.2,28.6,17.5,36.7,22.5,19.4
46.2,29.9,32.7,34.7,36.6,12.2
45.7,26.4,26.3,13.6,48.5,27.5
47.2,29.4,20.6,20.8,51.0,28.2
46.7,29.8,24.5,20.0,44.2,24.5
46.7,29.8,48.5,18.6,19.0,23.5
46.7,28.1,30.4,14.4,43.3,26.5
47.2,29.9,44.4,16.8,26.5,23.8
47.2,28.4,38.0,30.0,26.3,19.6
46.7,27.6,30.3,36.8,23.5,24.0
47.2,28.1,6.1,18.8,5.1,2.0
46.2,28.8,41.8,31.3,24.8,13.1
46.2,29.5,32.7,29.8,32.7,23.7
47.2,26.2,35.4,25.0,28.3,26.5
46.7,28.3,22.0,19.2,38.1,33.3
45.7,28.5,41.4,26.5,27.6,25.3
47.2,28.2,26.7,28.3,20.4,33.7
45.7,2.8,1.0,7.0,2.0,1.0
45.7,28.7,35.4,48.0,45.0,30.2
45.7,28.9,28.7,26.0,25.5,34.0
46.7,29.2,48.0,24.8,25.5,18.6
47.2,31.8,32.0,22.2,28.7,35.0
45.7,30.5,35.0,22.5,29.7,35.4
47.7,29.5,27.0,20.0,30.3,39.2
46.2,28.2,31.7,31.7,29.4,32.3
46.7,28.5,22.4,21.4,28.9,32.0
46.7,25.6,34.7,28.7,35.6,21.8
46.7,30.4,30.0,35.0,26.3,33.3
45.7,28.5,25.5,41.2,29.3,16.2
47.2,27.7,32.4,36.4,22.2,33.0
47.7,28.3,25.3,28.7,34.0,26.5
46.7,28.8,29.0,23.2,24.2,31.7
46.7,26.9,26.0,24.5,34.0,30.8
45.2,29.2,36.0,25.5,26.5,26.3
45.7,27.1,27.2,30.3,26.9,30.6
46.7,30.1,25.0,30.0,27.2,41.2
46.7,29.2,24.5,31.3,27.2,33.0
46.7,28.0,16.3,41.2,25.0,27.7
46.2,27.1,24.2,25.3,21.0,40.6
47.2,27.1,19.2,15.5,33.3,41.7
47.2,29.3,24.5,21.6,31.7,34.7
46.2,29.6,45.8,26.0,19.4,20.6
47.2,30.4,34.7,33.3,32.4,23.7
45.7,28.8,32.6,39.8,23.7,21.8
47.7,27.3,27.3,47.5,30.1,16.0
48.2,31.1,18.2,38.6,37.1,17.5
47.7,28.7,27.9,35.1,31.9,21.4
47.2,28.9,24.5,27.6,29.0,33.0
47.7,29.4,29.2,23.5,32.7,27.4
47.2,27.4,27.4,31.0,12.1,45.5
46.7,28.5,24.7,19.2,37.6,33.7
47.2,27.5,43.9,15.0,24.0,21.8
47.2,30.9,25.3,26.7,36.7,22.7
46.7,27.3,24.5,23.5,35.4,33.3
47.2,28.6,26.5,41.7,23.2,24.5
47.2,29.6,27.0,25.0,30.7,31.0
46.7,28.9,27.3,38.4,19.8,28.6
45.7,27.6,21.4,22.7,12.0,56.0
45.7,28.5,28.8,33.0,12.1,47.9
46.7,28.9,18.8,31.1,11.6,53.0
47.7,30.5,33.7,23.0,32.7,38.5
46.7,29.2,23.5,27.5,15.7,48.0
47.2,29.3,34.0,24.5,37.0,26.3
46.2,26.1,45.5,25.5,20.2,15.3
46.2,29.0,41.8,25.5,10.3,34.3
46.2,29.8,25.5,35.0,32.0,26.0
47.7,28.7,35.7,29.6,11.3,32.3
46.7,27.0,18.7,48.0,19.6,21.6
47.2,7.0,0.0,0.0,0.0,0.0
46.2,28.6,26.7,18.2,45.0,18.4
46.7,29.8,20.4,18.7,23.7,47.5
46.2,27.3,24.5,31.3,28.1,30.7
47.2,27.8,23.3,28.0,27.6,41.4
47.2,30.3,23.0,29.0,30.0,32.0
45.7,30.5,23.7,32.7,24.5,31.3
45.7,30.0,32.0,21.4,27.4,29.0
47.7,28.4,20.4,24.5,33.0,37.6
48.2,31.2,26.5,32.3,29.3,31.3
47.2,28.3,23.7,48.5,18.9,22.2
46.7,28.9,22.5,44.9,25.5,28.7
46.2,29.6,18.6,47.5,17.8,29.1
45.7,28.3,30.3,47.1,21.2,14.4
46.7,29.0,17.2,51.9,20.8,24.5
46.2,27.8,23.5,23.0,22.7,46.5
46.7,29.4,29.4,34.6,28.1,24.8
47.7,30.0,2.0,5.0,4.0,7.1
46.7,29.5,21.8,23.2,53.0,15.2
46.7,30.3,11.3,31.3,33.3,32.0
47.2,32.2,19.8,35.4,20.2,25.0
46.7,28.3,23.5,33.3,24.8,27.3
45.7,28.0,30.3,24.0,25.0,34.0
46.7,28.5,42.1,27.9,22.9,22.7
46.2,27.2,20.2,31.3,38.0,28.7
47.7,29.2,6.0,6.0,4.0,5.0
46.7,29.7,29.0,32.0,25.0,26.3
45.7,28.5,39.8,27.2,21.0,32.0
47.2,28.9,35.0,26.0,26.5,28.3
47.7,30.2,18.6,29.4,42.4,28.4
47.7,26.7,34.0,24.2,30.7,34.0
47.7,28.2,32.7,27.0,38.2,18.6
47.7,27.1,29.6,30.0,26.3,27.7
45.7,27.3,30.6,21.0,19.4,46.6
47.2,28.5,14.0,34.3,53.4,14.9
47.7,32.4,15.3,24.0,40.0,27.7
47.2,29.7,25.3,28.0,18.6,44.3
47.7,28.7,24.5,38.0,27.6,18.8
47.7,27.8,28.1,25.7,14.4,40.2
47.2,29.1,26.3,46.0,20.0,23.0
47.7,27.5,29.7,47.0,14.0,21.2
47.2,29.3,20.6,49.0,18.0,27.3
48.2,30.6,29.5,49.1,10.1,24.2
47.7,30.0,16.8,47.6,23.0,29.4
47.2,28.7,18.8,45.4,27.3,26.2
48.2,29.6,19.2,46.5,19.8,24.5
47.7,29.7,36.7,31.4,18.2,26.8
46.7,28.6,23.2,51.0,17.8,22.2
47.2,30.4,21.6,52.5,14.1,30.0
47.7,28.8,36.1,25.3,22.0,31.0
47.7,28.4,23.7,37.3,26.7,33.7
48.2,29.0,25.0,31.7,35.1,27.0
47.7,29.5,30.7,28.6,32.3,24.2
48.2,28.5,56.3,14.1,16.3,25.0
47.7,29.5,51.0,18.4,16.3,23.7
48.2,27.6,30.6,40.0,16.5,35.6
46.2,28.6,27.5,15.2,31.3,39.2
46.7,23.7,25.0,14.7,50.5,26.5
47.2,28.9,12.4,28.3,21.6,49.0
48.2,30.6,12.1,31.3,45.5,26.3
47.2,26.6,26.8,32.0,35.3,24.2
47.7,30.4,25.8,35.6,34.0,26.0
47.2,26.8,20.0,16.2,51.0,27.0
47.7,28.9,26.3,35.9,34.0,23.8
47.7,24.8,9.9,28.3,48.5,22.4
46.7,28.1,18.4,20.8,15.2,17.8
46.7,28.9,33.3,23.3,40.0,29.8
48.2,31.4,35.4,29.3,29.4,22.3
47.2,27.6,19.6,25.3,46.0,26.0
47.7,28.6,21.1,33.3,25.5,28.3
47.2,26.6,35.1,26.8,20.0,29.0
48.2,28.0,32.4,31.3,28.4,29.4
47.7,30.6,41.0,13.9,40.0,23.2
46.7,29.8,30.7,21.2,42.3,26.0
47.2,30.9,24.3,18.8,46.4,24.0
47.7,29.2,22.7,20.6,43.3,20.2
47.2,28.3,24.0,16.8,53.7,19.2
48.2,27.6,14.0,22.2,52.9,20.8
47.2,27.0,32.7,14.4,32.3,29.3
46.7,30.3,31.6,27.7,28.6,26.3
46.2,26.4,10.5,25.5,44.4,20.2
47.2,30.1,27.7,17.2,51.0,17.8
47.2,29.6,30.7,10.3,49.5,25.5
47.2,25.8,18.8,15.0,19.2,54.5
47.7,26.5,23.5,19.0,21.0,44.4
47.2,26.9,24.5,24.0,29.9,31.0
47.2,26.1,35.1,17.5,25.7,31.0
47.7,28.1,30.6,24.0,21.8,32.4
48.2,27.7,24.2,18.0,30.7,33.3
47.2,27.0,40.2,31.0,12.7,25.5
47.7,26.7,33.7,29.3,25.0,26.5
47.2,26.2,41.0,33.0,9.0,23.0
46.2,24.8,25.8,30.9,23.8,26.5
47.2,28.3,20.4,34.0,23.2,24.3
46.7,27.7,33.7,28.7,32.7,19.6
47.2,27.8,31.7,36.9,26.0,18.4
46.2,28.4,50.5,16.3,23.3,19.4
47.2,26.4,47.5,14.4,27.0,20.0
47.2,27.0,50.5,9.3,20.8,25.5
47.2,26.1,35.4,24.7,22.5,28.3
47.7,27.5,26.3,36.5,18.6,27.0
47.2,26.6,26.2,15.5,45.7,24.3
47.7,26.6,20.4,16.7,50.0,21.4
47.7,27.8,29.0,20.0,36.8,22.8
46.2,26.2,48.5,17.0,23.1,24.2
46.7,35.1,24.5,10.2,41.7,26.2
47.2,29.6,21.2,22.0,43.0,22.2
47.2,26.3,36.5,23.2,30.0,24.0
46.7,26.8,29.7,22.0,27.5,25.5
46.7,25.9,20.0,20.6,24.5,38.8
47.7,27.3,20.4,25.5,27.6,26.5
46.7,29.0,20.4,21.0,50.5,22.5
47.2,27.1,25.0,16.0,47.9,24.3
46.7,25.6,22.4,32.0,20.6,33.7
46.2,7.8,17.3,21.8,24.0,49.5
46.7,28.3,23.2,17.5,16.1,51.9
46.7,28.9,19.8,17.0,23.5,51.5
45.7,26.7,19.0,23.8,18.3,48.5
45.7,27.3,20.6,21.8,35.1,24.0
47.7,26.9,21.9,18.0,43.9,22.9
45.7,25.1,36.4,21.0,29.3,20.8
46.2,27.0,29.2,15.2,31.0,30.7
47.2,26.3,20.2,20.8,50.0,23.0
45.7,27.3,20.8,21.8,52.5,19.4
46.2,29.8,18.2,18.9,50.9,22.4
46.2,26.3,4.0,4.0,4.0,3.1
46.2,27.5,21.0,51.5,16.8,24.5
45.7,27.6,21.6,42.7,22.2,20.4
45.7,28.3,17.2,27.7,24.7,33.7
47.2,26.4,14.9,18.2,19.0,55.0
47.7,26.5,6.2,25.5,17.5,55.0
46.2,20.2,21.2,21.1,20.4,43.4
46.2,27.4,15.6,28.2,21.2,49.5
46.7,25.8,31.3,19.4,24.0,25.7
46.7,26.0,29.6,28.6,25.5,26.0
47.2,22.3,18.2,19.0,49.0,20.4
45.7,28.3,20.0,33.0,33.0,20.8
46.7,27.0,14.3,21.2,49.0,24.8
46.2,27.7,30.3,26.2,23.5,28.7
45.7,26.9,21.6,18.2,52.0,17.2
46.2,27.3,25.3,19.8,21.2,50.0
45.2,28.9,24.0,32.0,22.8,27.0
47.7,27.1,26.9,49.0,24.0,29.7
46.2,25.9,14.1,29.7,20.2,34.7
46.7,26.7,29.3,19.2,16.7,45.5
46.2,28.8,23.5,26.8,33.3,26.0
47.2,28.6,18.2,25.7,23.1,36.7
